week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,weekly_views
2021-10-17,tv (non-english),7,love is blind brazil,Love Is Blind: Brazil: Season 1,13770000,
2021-10-17,tv (non-english),8,carinha de anjo,Carinha de Anjo: Season 1,12760000,
2021-10-17,tv (non-english),9,nevertheless,"Nevertheless,: Season 1",10080000,
2021-10-17,tv (non-english),10,house of secrets the burari deaths,House of Secrets: The Burari Deaths: Limited Series,9220000,
2021-10-10,films (english),1,the guilty,,42280000,
2021-10-10,films (english),2,theres someone inside your house,,20480000,
2021-10-10,films (english),3,venom,,13920000,
2021-10-10,films (english),4,my little pony a new generation,,13370000,
2021-10-10,films (english),5,titanic,,10270000,
2021-10-10,films (english),6,ride along 2,,8030000,
2021-10-10,films (english),7,heat,,7650000,
2021-10-10,films (english),8,pokémon the movie secrets of the jungle,,7520000,
2021-10-10,films (english),9,mr mrs smith,,7180000,
2021-10-10,films (english),10,security,,6830000,
2021-10-10,films (non-english),1,friendzone,,7210000,
2021-10-10,films (non-english),2,the seven deadly sins cursed by light,,4070000,
2021-10-10,films (non-english),3,sounds like love,,3600000,
2021-10-10,films (non-english),4,confessions of an invisible girl,,2730000,
2021-10-10,films (non-english),5,forever rich,,2540000,
2021-10-10,films (non-english),6,thalaivii,,2110000,
2021-10-10,films (non-english),7,grudge,,1940000,
2021-10-10,films (non-english),8,luccas neto em o mapa do tesouro 2,,1830000,
2021-10-10,films (non-english),9,beauty and the beast,,1790000,
2021-10-10,films (non-english),10,my brother my sister,,1670000,
2021-10-10,tv (english),1,maid,Maid: Limited Series,166520000,
2021-10-10,tv (english),2,on my block,On My Block: Season 4,63520000,
2021-10-10,tv (english),3,sex education,Sex Education: Season 3,42120000,
2021-10-10,tv (english),4,greys anatomy,Grey's Anatomy: Season 17,29650000,
2021-10-10,tv (english),5,midnight mass,Midnight Mass: Limited Series,29020000,
2021-10-10,tv (english),6,paw patrol,PAW Patrol: Season 6,19910000,
2021-10-10,tv (english),7,lucifer,Lucifer: Season 6,16730000,
2021-10-10,tv (english),8,dave chappelle the closer,,14350000,
2021-10-10,tv (english),9,sex education,Sex Education: Season 2,12760000,
2021-10-10,tv (english),10,scaredy cats,Scaredy Cats: Season 1,12520000,
2021-10-10,tv (non-english),1,squid game,Squid Game: Season 1,412940000,
2021-10-10,tv (non-english),2,the five juanas,The Five Juanas: Season 1,39460000,
2021-10-10,tv (non-english),3,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,32890000,
2021-10-10,tv (non-english),4,the chestnut man,The Chestnut Man: Season 1,30300000,
2021-10-10,tv (non-english),5,alice in borderland,Alice in Borderland: Season 1,22220000,
2021-10-10,tv (non-english),6,baki hanma,Baki Hanma: Season 1,14560000,
2021-10-10,tv (non-english),7,ganglands,Ganglands: Season 1,11210000,
2021-10-10,tv (non-english),8,carinha de anjo,Carinha de Anjo: Season 1,10240000,
2021-10-10,tv (non-english),9,money heist,Money Heist: Part 5,9730000,
2021-10-10,tv (non-english),10,nevertheless,"Nevertheless,: Season 1",8570000,
2021-10-03,films (english),1,the guilty,,47600000,
2021-10-03,films (english),2,my little pony a new generation,,24510000,
2021-10-03,films (english),3,the starling,,20130000,
2021-10-03,films (english),4,no one gets out alive,,17010000,
2021-10-03,films (english),5,britney vs spears,,16750000,
2021-10-03,films (english),6,intrusion,,12050000,
2021-10-03,films (english),7,grown ups,,8130000,
2021-10-03,films (english),8,kate,,5680000,
2021-10-03,films (english),9,man on fire,,4960000,
2021-10-03,films (english),10,vivo,,4160000,
2021-10-03,films (non-english),1,friendzone,,8740000,
2021-10-03,films (non-english),2,sounds like love,,7100000,
2021-10-03,films (non-english),3,confessions of an invisible girl,,6350000,
2021-10-03,films (non-english),4,the seven deadly sins cursed by light,,4650000,
2021-10-03,films (non-english),5,thalaivii,,3120000,
2021-10-03,films (non-english),6,the father who moves mountains,,2940000,
2021-10-03,films (non-english),7,beauty and the beast,,2740000,
2021-10-03,films (non-english),8,je suis karl,,2140000,
2021-10-03,films (non-english),9,the stronghold,,1840000,
2021-10-03,films (non-english),10,freaks youre one of us,,1450000,
2021-10-03,tv (english),1,sex education,Sex Education: Season 3,72870000,
2021-10-03,tv (english),2,maid,Maid: Limited Series,61080000,
2021-10-03,tv (english),3,midnight mass,Midnight Mass: Limited Series,59120000,
2021-10-03,tv (english),4,lucifer,Lucifer: Season 6,25110000,
2021-10-03,tv (english),5,greys anatomy,Grey's Anatomy: Season 17,18680000,
2021-10-03,tv (english),6,sex education,Sex Education: Season 1,18420000,
2021-10-03,tv (english),7,sex education,Sex Education: Season 2,18140000,
2021-10-03,tv (english),8,blood water,Blood & Water: Season 2,15870000,
2021-10-03,tv (english),9,clickbait,Clickbait: Limited Series,13210000,
2021-10-03,tv (english),10,cocomelon,CoComelon: Season 3,10690000,
2021-10-03,tv (non-english),1,squid game,Squid Game: Season 1,571760000,
2021-10-03,tv (non-english),2,the chestnut man,The Chestnut Man: Season 1,31380000,
2021-10-03,tv (non-english),3,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,28330000,
2021-10-03,tv (non-english),4,ganglands,Ganglands: Season 1,27030000,
2021-10-03,tv (non-english),5,alice in borderland,Alice in Borderland: Season 1,26280000,
2021-10-03,tv (non-english),6,baki hanma,Baki Hanma: Season 1,20090000,
2021-10-03,tv (non-english),7,money heist,Money Heist: Part 5,14250000,
2021-10-03,tv (non-english),8,the seven deadly sins,The Seven Deadly Sins: Dragon's Judgement,13420000,
2021-10-03,tv (non-english),9,love 101,Love 101: Season 2,12600000,
2021-10-03,tv (non-english),10,money heist,Money Heist: Part 1,9370000,
2021-09-26,films (english),1,intrusion,,30040000,
2021-09-26,films (english),2,the starling,,16670000,
2021-09-26,films (english),3,my little pony a new generation,,15510000,
2021-09-26,films (english),4,man on fire,,12590000,
2021-09-26,films (english),5,kate,,11280000,
2021-09-26,films (english),6,grown ups,,9250000,
2021-09-26,films (english),7,schumacher,,8040000,
2021-09-26,films (english),8,safe house,,6930000,
2021-09-26,films (english),9,nightbooks,,6790000,
2021-09-26,films (english),10,the marksman,,5210000,
2021-09-26,films (non-english),1,the father who moves mountains,,16120000,
2021-09-26,films (non-english),2,the stronghold,,9490000,
2021-09-26,films (non-english),3,confessions of an invisible girl,,7130000,
2021-09-26,films (non-english),4,prey,,2330000,
2021-09-26,films (non-english),5,forgotten well be,,1580000,
2021-09-26,films (non-english),6,ankahi kahaniya,,1260000,
2021-09-26,films (non-english),7,blood red sky,,1120000,
2021-09-26,films (non-english),8,pinkfong baby sharks space adventure,,1050000,
2021-09-26,films (non-english),9,xtreme,,1030000,
2021-09-26,films (non-english),10,rurouni kenshin the beginning,,930000,
2021-09-26,tv (english),1,sex education,Sex Education: Season 3,160420000,
2021-09-26,tv (english),2,lucifer,Lucifer: Season 6,42990000,
2021-09-26,tv (english),3,midnight mass,Midnight Mass: Limited Series,33200000,
2021-09-26,tv (english),4,sex education,Sex Education: Season 1,27380000,
2021-09-26,tv (english),5,clickbait,Clickbait: Limited Series,22150000,
2021-09-26,tv (english),6,sex education,Sex Education: Season 2,22030000,
2021-09-26,tv (english),7,the circle,The Circle: Season 3,15850000,
2021-09-26,tv (english),8,monsters inside the 24 faces of billy milligan,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,15150000,
2021-09-26,tv (english),9,good girls,Good Girls: Season 4,12920000,
2021-09-26,tv (english),10,lucifer,Lucifer: Season 5,12180000,
2021-09-26,tv (non-english),1,squid game,Squid Game: Season 1,448730000,
2021-09-26,tv (non-english),2,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,23360000,
2021-09-26,tv (non-english),3,money heist,Money Heist: Part 5,21830000,
2021-09-26,tv (non-english),4,ganglands,Ganglands: Season 1,16260000,
2021-09-26,tv (non-english),5,the seven deadly sins,The Seven Deadly Sins: Dragon's Judgement,14020000,
2021-09-26,tv (non-english),6,money heist,Money Heist: Part 1,12150000,
2021-09-26,tv (non-english),7,jaguar,Jaguar: Season 1,11620000,
2021-09-26,tv (non-english),8,alice in borderland,Alice in Borderland: Season 1,10890000,
2021-09-26,tv (non-english),9,money heist,Money Heist: Part 4,8680000,
2021-09-26,tv (non-english),10,newly rich newly poor,"Newly Rich, Newly Poor: Season 1",8410000,
2021-09-19,films (english),1,kate,,37400000,
2021-09-19,films (english),2,schumacher,,17290000,
2021-09-19,films (english),3,man on fire,,16160000,
2021-09-19,films (english),4,the marksman,,14680000,
2021-09-19,films (english),5,nightbooks,,13160000,
2021-09-19,films (english),6,the equalizer 2,,12310000,
2021-09-19,films (english),7,firedrake the silver dragon,,9650000,
2021-09-19,films (english),8,safe house,,9060000,
2021-09-19,films (english),9,afterlife of the party,,8100000,
2021-09-19,films (english),10,first kill,,6950000,
2021-09-19,films (non-english),1,the father who moves mountains,,14830000,
2021-09-19,films (non-english),2,prey,,14270000,
2021-09-19,films (non-english),3,the stronghold,,10360000,
2021-09-19,films (non-english),4,jje,,3140000,
2021-09-19,films (non-english),5,o candidato honesto 2,,2610000,
2021-09-19,films (non-english),6,ilhados,,2240000,
2021-09-19,films (non-english),7,love of my loves,,1880000,
2021-09-19,films (non-english),8,kung fu hustle,,1800000,
2021-09-19,films (non-english),9,the women and the murderer,,1470000,
2021-09-19,films (non-english),10,amores perros,,1450000,
2021-09-19,tv (english),1,sex education,Sex Education: Season 3,125770000,
2021-09-19,tv (english),2,lucifer,Lucifer: Season 6,98140000,
2021-09-19,tv (english),3,clickbait,Clickbait: Limited Series,35020000,
2021-09-19,tv (english),4,good girls,Good Girls: Season 4,19310000,
2021-09-19,tv (english),5,turning point 911 and the war on terror,Turning Point: 9/11 and the War on Terror: Limited Series,18720000,
2021-09-19,tv (english),6,lucifer,Lucifer: Season 5,16240000,
2021-09-19,tv (english),7,sex education,Sex Education: Season 1,14880000,
2021-09-19,tv (english),8,the circle,The Circle: Season 3,14350000,
2021-09-19,tv (english),9,sharkdog,Sharkdog: Season 1,14180000,
2021-09-19,tv (english),10,lucifer,Lucifer: Season 1,11560000,
2021-09-19,tv (non-english),1,squid game,Squid Game: Season 1,63190000,
2021-09-19,tv (non-english),2,money heist,Money Heist: Part 5,39910000,
2021-09-19,tv (non-english),3,money heist,Money Heist: Part 1,19340000,
2021-09-19,tv (non-english),4,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,18580000,
2021-09-19,tv (non-english),5,hospital playlist,Hospital Playlist: Season 2,13050000,
2021-09-19,tv (non-english),6,money heist,Money Heist: Part 4,12270000,
2021-09-19,tv (non-english),7,money heist,Money Heist: Part 2,11940000,
2021-09-19,tv (non-english),8,money heist,Money Heist: Part 3,11490000,
2021-09-19,tv (non-english),9,newly rich newly poor,"Newly Rich, Newly Poor: Season 1",9320000,
2021-09-19,tv (non-english),10,carrossel,,7870000,
2021-09-12,films (english),1,kate,,38780000,
2021-09-12,films (english),2,afterlife of the party,,23790000,
2021-09-12,films (english),3,worth,,13560000,
2021-09-12,films (english),4,hes all that,,10930000,
2021-09-12,films (english),5,sas rise of the black swan,,9930000,
2021-09-12,films (english),6,in time,,8930000,
2021-09-12,films (english),7,noah,,7770000,
2021-09-12,films (english),8,vivo,,6960000,
2021-09-12,films (english),9,sweet girl,,6570000,
2021-09-12,films (english),10,monte carlo,,6200000,
2021-09-12,films (non-english),1,prey,,13440000,
2021-09-12,films (non-english),2,jje,,5410000,
2021-09-12,films (non-english),3,kung fu hustle,,3250000,
2021-09-12,films (non-english),4,invasion,,2990000,
2021-09-12,films (non-english),5,the women and the murderer,,2060000,
2021-09-12,films (non-english),6,blood red sky,,1780000,
2021-09-12,films (non-english),7,love of my loves,,1530000,
2021-09-12,films (non-english),8,the secret diary of an exchange student,,1450000,
2021-09-12,films (non-english),9,out of my league,,1440000,
2021-09-12,films (non-english),10,lassie come home,,1410000,
2021-09-12,tv (english),1,lucifer,Lucifer: Season 6,75940000,
2021-09-12,tv (english),2,clickbait,Clickbait: Limited Series,54420000,
2021-09-12,tv (english),3,turning point 911 and the war on terror,Turning Point: 9/11 and the War on Terror: Limited Series,37910000,
2021-09-12,tv (english),4,good girls,Good Girls: Season 4,31750000,
2021-09-12,tv (english),5,sharkdog,Sharkdog: Season 1,19590000,
2021-09-12,tv (english),6,the 100,The 100: Season 7,12990000,
2021-09-12,tv (english),7,lucifer,Lucifer: Season 5,12260000,
2021-09-12,tv (english),8,octonauts above beyond,Octonauts: Above & Beyond: Season 1,11730000,
2021-09-12,tv (english),9,dive club,Dive Club: Season 1,11480000,
2021-09-12,tv (english),10,manifest,Manifest: Season 3,11150000,
2021-09-12,tv (non-english),1,money heist,Money Heist: Part 5,123170000,
2021-09-12,tv (non-english),2,money heist,Money Heist: Part 1,38030000,
2021-09-12,tv (non-english),3,money heist,Money Heist: Part 2,16720000,
2021-09-12,tv (non-english),4,money heist,Money Heist: Part 4,16720000,
2021-09-12,tv (non-english),5,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,14870000,
2021-09-12,tv (non-english),6,money heist,Money Heist: Part 3,14410000,
2021-09-12,tv (non-english),7,hospital playlist,Hospital Playlist: Season 2,11590000,
2021-09-12,tv (non-english),8,into the night,Into the Night: Season 2,10630000,
2021-09-12,tv (non-english),9,newly rich newly poor,"Newly Rich, Newly Poor: Season 1",10350000,
2021-09-12,tv (non-english),10,hotel del luna,Hotel Del Luna: Season 1,9980000,
2021-09-05,films (english),1,hes all that,,36730000,
2021-09-05,films (english),2,sas rise of the black swan,,32730000,
2021-09-05,films (english),3,afterlife of the party,,26710000,
2021-09-05,films (english),4,sweet girl,,13390000,
2021-09-05,films (english),5,vivo,,9380000,
2021-09-05,films (english),6,the loud house movie,,6640000,
2021-09-05,films (english),7,worth,,6480000,
2021-09-05,films (english),8,the secret life of pets,,6450000,
2021-09-05,films (english),9,welcome home roscoe jenkins,,6270000,
2021-09-05,films (english),10,green lantern,,6230000,
2021-09-05,films (non-english),1,invasion,,7340000,
2021-09-05,films (non-english),2,out of my league,,2270000,
2021-09-05,films (non-english),3,the secret diary of an exchange student,,2100000,
2021-09-05,films (non-english),4,blood red sky,,2080000,
2021-09-05,films (non-english),5,flu,,1830000,
2021-09-05,films (non-english),6,black island,,1420000,
2021-09-05,films (non-english),7,rurouni kenshin the beginning,,1330000,
2021-09-05,films (non-english),8,thimmarusu,,1220000,
2021-09-05,films (non-english),9,i dont know whether to slit my wrists or leave them long,,1130000,
2021-09-05,films (non-english),10,pinkfong baby sharks space adventure,,1120000,
2021-09-05,tv (english),1,clickbait,Clickbait: Limited Series,76540000,
2021-09-05,tv (english),2,good girls,Good Girls: Season 4,37580000,
2021-09-05,tv (english),3,turning point 911 and the war on terror,Turning Point: 9/11 and the War on Terror: Limited Series,24050000,
2021-09-05,tv (english),4,manifest,Manifest: Season 3,15660000,
2021-09-05,tv (english),5,the 100,The 100: Season 7,13590000,
2021-09-05,tv (english),6,outer banks,Outer Banks: Season 2,12910000,
2021-09-05,tv (english),7,cocomelon,CoComelon: Season 3,11050000,
2021-09-05,tv (english),8,manifest,Manifest: Season 1,10320000,
2021-09-05,tv (english),9,good girls,Good Girls: Season 1,9590000,
2021-09-05,tv (english),10,cocomelon,CoComelon: Season 1,9140000,
2021-09-05,tv (non-english),1,money heist,Money Heist: Part 5,201910000,
2021-09-05,tv (non-english),2,money heist,Money Heist: Part 1,22710000,
2021-09-05,tv (non-english),3,dp,D.P.: Season 1,19170000,
2021-09-05,tv (non-english),4,money heist,Money Heist: Part 4,14870000,
2021-09-05,tv (non-english),5,the snitch cartel origins,The Snitch Cartel: Origins: Season 1,11530000,
2021-09-05,tv (non-english),6,newly rich newly poor,"Newly Rich, Newly Poor: Season 1",11100000,
2021-09-05,tv (non-english),7,hometown chachacha,Hometown Cha-Cha-Cha: Season 1,9630000,
